TIMESTAMP,LINE,PRODUCT_CODE,Y_Quality,Y_Class,C_001,C_002,C_003,C_004,C_005,C_006,C_007,C_008,C_009,C_010,C_011,C_012,C_013,C_014,C_015,C_016,C_017,C_018,C_019,C_020,C_021,C_022,C_024,C_025,C_026,C_027,C_028,C_029,C_030,C_031,C_001_ma_w3,C_001_std_w6,C_002_ma_w5,C_002_std_w3,C_003_ma_w5,C_003_std_w3,C_004_ma_w5,C_004_std_w5,C_005_ma_w5,C_005_std_w4,C_006_ma_w3,C_006_std_w3,C_007_ma_w3,C_007_std_w4,C_008_ma_w6,C_008_std_w6,C_009_ma_w6,C_009_std_w6,C_010_ma_w6,C_010_std_w4,C_011_ma_w5,C_011_std_w5,C_012_ma_w3,C_012_std_w6,C_013_ma_w3,C_013_std_w5,C_014_ma_w3,C_014_std_w3,C_015_ma_w3,C_015_std_w4,C_016_ma_w5,C_016_std_w5,C_017_ma_w3,C_017_std_w6,C_018_ma_w5,C_018_std_w4,C_019_ma_w6,C_019_std_w3,C_020_ma_w6,C_020_std_w6,C_021_ma_w3,C_021_std_w4,C_022_ma_w4,C_022_std_w6,C_024_ma_w5,C_024_std_w5,C_025_ma_w3,C_025_std_w3,C_026_ma_w6,C_026_std_w3,C_027_ma_w6,C_027_std_w3,C_028_ma_w6,C_028_std_w3,C_029_ma_w6,C_029_std_w4,C_030_ma_w3,C_030_std_w6,C_031_ma_w6,C_031_std_w6
2022-06-19 09:20:00,T100306,N_31,0.531992063,1,6.75e-05,-50.0,-70.0,0.0,2.0,0.0,8.387096774,11.0,16.0,30.0,0.0,-20.0,77.0,38.0,50.0,20.0,249.05,166.9,119.0,298.0,143.35,411.3061224,692.5,434.5,2288.5,2513.0,2289.020408,2512.408163,3968.0,4149.0,6.75e-05,0.0002113624571814045,-50.0,4.8833435888797325,-70.0,2.5810581444940217,0.0,0.05929639659555638,2.0,0.0,0.0,0.0,8.387096774,0.135539233410742,11.0,1.3778254946735329,16.0,0.2759072192740933,30.0,0.0,0.0,1.061290433639817,-20.0,23.58212675303204,77.0,0.3993051899454692,38.0,0.4422890531065628,50.0,24.85178293568481,20.0,4.658956176629524,249.05,0.239722909844317,166.9,1.1463065905952885,119.0,1.6488152646375533,298.0,1.9417266982415542,143.35,34.43933337305799,411.3061224,0.632227116793263,692.5,0.6747241613200519,434.5,1.7361942849612764,2288.5,1.3853381364430255,2513.0,0.9012312505027624,2289.020408,0.6784125649188228,2512.408163,0.753767199008752,3968.0,101.57398529713427,4149.0,245.97362013578382
2022-06-19 23:39:00,T100306,N_31,0.528646032,1,0.0004209999999999,-60.0,-70.0,0.1,2.0,0.0,8.62,9.0,16.0,30.0,0.0,20.0,77.48979592,37.46938776,90.0,20.0,249.05,168.1903226,118.0,297.0,196.93,411.5,692.5,436.0,2286.5,2514.0,2287.795918,2512.326531,4060.0,4371.5,0.0002442499999999,0.0002499622471493,-55.0,7.071067811865476,-70.0,0.0,0.05,0.0707106781186547,2.0,0.0,0.0,0.0,8.503548386999999,0.1646874504648232,10.0,1.4142135623730951,16.0,0.0,30.0,0.0,0.0,0.0,0.0,28.284271247461906,77.24489796,0.3463380164295079,37.73469388,0.3751995130845838,70.0,28.284271247461906,20.0,0.0,249.05,0.0,167.54516130000002,0.9123958603782444,118.5,0.7071067811865476,297.5,0.7071067811865476,170.14,37.88678133597524,411.4030612,0.1370921656801582,692.5,0.0,435.25,1.0606601717798212,2287.5,1.4142135623730951,2513.5,0.7071067811865476,2288.408163,0.8658451824953187,2512.3673470000003,0.05772254076191,4014.0,65.05382386916237,4260.25,157.33125881400682
2022-06-22 03:39:00,T100306,N_31,0.5296333329999999,1,5.15e-05,-60.0,-80.0,0.0,2.0,0.0,8.5,9.0,16.570689655,30.0,0.0,20.0,77.57142857,37.12244898,100.0,30.0,249.0,167.0,114.0,294.3061224,141.995,409.5306122,691.0,441.0,2286.5,2514.0,2288.22449,2514.795918,4185.0,4675.0,0.0001799999999999,0.0002088653872712,-56.66666666666666,5.773502691896258,-73.33333333333333,5.77350269189626,0.0333333333333333,0.0577350269189625,2.0,0.0,0.0,0.0,8.502365591333332,0.1164696320380083,9.666666666666666,1.1547005383792517,16.190229884999997,0.3294878259379835,30.0,0.0,0.0,0.0,6.666666666666667,23.09401076758503,77.35374149666667,0.3090562363623885,37.53061224666666,0.441967506160187,80.0,26.457513110645905,23.33333333333333,5.773502691896258,249.03333333333333,0.0288675134594837,167.36344086666668,0.7178440295010108,117.0,2.6457513110645907,296.43537413333337,1.9105718274713568,160.75833333333333,31.33290775420203,410.7789115333333,1.0853964944414602,692.0,0.8660254037844386,437.1666666666667,3.4034296427770148,2287.1666666666665,1.1547005383792186,2513.6666666666665,0.5773502691896586,2288.3469386666666,0.62136076236072,2513.1768706666667,1.402730069020999,4071.0,108.91739989551716,4398.5,264.03740265348773
2022-06-23 03:39:00,T100306,N_31,0.530965079,1,4e-05,-60.0,-70.0,0.0,2.0,0.0,8.7,8.0,15.15,30.0,0.0,-10.0,77.24489796,37.61224489999999,60.0,30.0,247.85,170.46129030000003,118.0,298.0,178.48,409.7346939,694.0,442.0,2289.5,2512.5,2288.22449,2512.918367,4286.0,4919.0,0.0001708333333333,0.0001843452377107,-57.5,0.0,-72.5,5.77350269189626,0.025,0.05,2.0,0.0,0.0,0.0,8.606666666666667,0.1371433191845981,9.25,1.2583057392117911,15.93017241375,0.585571833087969,30.0,0.0,0.0,0.0,10.0,20.6155281280883,77.43537415,0.2581451149221763,37.401360546666666,0.2518844717873269,83.33333333333333,23.80476142847617,25.0,5.773502691896258,248.63333333333333,0.5921359641163573,168.137903225,1.6561102454328904,117.25,2.309401076758502,296.8265306,1.745146602517621,172.46833333333333,27.07425172096175,410.517857125,1.0285854282484015,692.5,1.224744871391589,439.6666666666667,3.214550253664299,2287.75,1.7320508075688117,2513.375,0.8660254037845043,2288.3163265,0.247436159567684,2513.11224475,1.1525943782515664,4177.0,139.51672540117428,4528.625,337.9456008985273
2022-06-23 06:28:00,T100306,N_31,0.529498413,1,5.35e-05,-60.0,-70.0,0.0,2.0,0.0,8.5,9.7,15.5,30.0,10.0,0.0,76.12666667,36.48979592,70.0,40.0,247.75,167.2896552,114.0,288.0,120.41,409.4897959,690.5,443.0,2289.0,2510.5,2287.142857,2512.040816,4297.0,4946.0,4.833333333333333e-05,0.0001648084494192,-58.0,0.0,-72.0,5.77350269189626,0.02,0.0447213595499958,2.0,0.0,0.0,0.0,8.566666666666668,0.0979795897113284,9.34,1.1081516141756051,15.844137931,0.5423840335867232,30.0,0.0,2.0,4.47213595499958,3.333333333333333,17.888543819998315,76.98099773333333,0.5813035965577439,37.07482993333333,0.5627376017113405,76.66666666666667,18.257418583505537,28.0,8.366600265340756,248.2,0.6767569726275551,167.96825361999998,1.5681481603909564,116.6,2.309401076758502,295.06122448,4.226781397796225,146.96166666666667,34.62027281208705,410.0637755,1.0024335209246706,692.1,1.3874436925511648,442.0,0.9999999999999112,2288.0,1.6072751268320649,2512.8,1.7559422921422148,2288.0816326,0.6244811037148624,2512.8979590000004,1.2388050564115722,4256.0,143.29235848432396,4612.1,347.1250495138603
2022-06-23 06:36:00,T100306,N_31,0.530488889,1,6.45e-05,-50.0,-70.0,0.0,2.0,0.0,8.538709677,5.0,15.0,30.0,0.0,0.0,76.15483871,38.0,70.0,60.0,249.05,169.7,115.0,289.2040816,197.5,410.4897959,690.5,443.0,2291.0,2513.0,2287.183673,2514.571429,4298.0,4948.0,5.266666666666666e-05,0.0001495803017333,-58.0,5.773502691896258,-72.0,0.0,0.02,0.0447213595499958,2.0,0.0,0.0,0.0,8.579569892333334,0.0953115271449084,8.616666666666667,2.0301888253723264,15.703448275833331,0.5950679174155977,30.0,0.0,2.0,4.47213595499958,-3.333333333333333,16.02081978759722,76.50880111333333,0.7192711962045878,37.36734694,0.7843215851430302,66.66666666666667,17.320508075688775,36.0,15.1657508881031,248.21666666666667,0.6401171767731343,168.52825362000002,1.727305822639087,116.33333333333331,2.081665999466133,294.085034,4.473279770734295,165.46333333333334,34.82650556089907,409.811224475,0.899529005581578,691.7,1.524795068197701,442.6666666666667,0.5773502691894679,2288.5,1.040832999732757,2512.833333333333,1.3228756555324888,2287.9319726666668,0.6130383239841249,2513.1768706666667,1.32516954853363,4293.666666666667,140.13231842321989,4668.083333333333,339.4133787384737
2022-06-24 01:02:00,T100306,N_31,0.528660317,1,4.15e-05,-60.0,-70.0,0.0,2.0,0.0,8.5,9.0,16.116666665,30.0,10.0,10.0,77.65306122,38.0,80.0,40.0,249.05,169.5354839,116.0,298.0,146.06,411.5102041,691.0,447.0,2280.5,2505.0,2282.530612,2503.877551,4462.0,5345.5,5.316666666666667e-05,0.0001516403640195,-58.0,5.773502691896258,-72.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.512903225666667,0.0953115271449084,8.283333333333333,1.697547250201498,15.72289272,0.6084516620525006,30.0,0.0,4.0,5.477225575051661,3.333333333333333,12.110601416389963,76.64485553333334,0.7545847274096205,37.49659864,0.8719167321192671,73.33333333333333,8.164965809277263,40.0,12.24744871391589,248.61666666666667,0.6401171767731343,168.79728588,1.3655439627518835,115.83333333333331,1.000000000000005,294.085034,4.473279770734295,154.65666666666667,34.19527976685282,410.30612245,0.9459446142408084,691.4,1.4747881203752762,444.3333333333333,2.3094010767584696,2287.1666666666665,5.575242894559247,2511.5,4.092676385936287,2286.85034,2.674741313211825,2511.755102,4.76655875146697,4352.333333333333,134.00547252506797,4867.5,324.6077633082729
2022-06-24 01:11:00,T100306,N_31,0.531293651,1,0.0007949999999999,-60.0,-80.0,0.0,2.0,0.0,8.406451613,12.0,16.5,30.0,10.0,0.0,77.69387755,38.0,80.0,30.0,244.95161295,166.2727273,116.0,289.244898,151.625,411.10204080000005,690.5,447.0,2280.0,2506.0,2281.510204,2504.428571,4468.0,5360.0,0.0003003333333333,0.0003041937978766,-58.0,5.773502691896258,-72.0,5.77350269189626,0.0,0.0,2.0,0.0,0.0,0.0,8.48172043,0.0562669789933975,8.783333333333333,2.2894686428659963,15.806226053333331,0.6835945784755147,30.0,0.0,6.0,5.477225575051661,3.333333333333333,10.327955589886445,77.16725916,0.7813018445929769,38.0,0.0,76.66666666666667,5.773502691896264,40.0,12.24744871391589,247.6838709833333,1.5850826277415315,168.65183134,1.6908206906853656,115.5,0.577350269189634,292.79251700000003,4.581647041881521,165.0616666666667,32.089361262730066,410.647959175,0.8615452318622365,691.3,1.524795068197701,445.6666666666667,2.3094010767584696,2286.083333333333,6.2115483845281325,2510.1666666666665,4.358898943540733,2285.802721,3.024358324509105,2510.438775333333,5.389259300401627,4409.333333333333,110.9047639493761,5032.25,268.5277918577512
2022-06-24 08:59:00,T100306,N_31,0.528493651,1,5.6e-05,-60.0,-70.0,0.0,1.9272727275,0.0,8.435483871,6.0,16.7,30.03225806,0.0,30.0,77.57142857,36.92755102,100.0,30.0,249.0,166.9903226,117.0,291.3061224,141.0,411.2040816,691.5,449.0,2285.0,2509.0,2284.510204,2507.081633,4553.0,5564.5,0.0002974999999999,0.0003038357149293,-58.0,0.0,-72.0,5.77350269189626,0.0,0.0,1.9854545455,0.03636363625,0.0,0.0,8.447311828000002,0.0601406027758055,8.283333333333333,2.545911755475171,15.8277777775,0.7138834844966206,30.00537634333333,0.0161290299999998,6.0,5.477225575051661,13.333333333333334,13.784048752090222,77.63945578,0.822116857970542,37.64251700666667,0.619178707295129,86.66666666666667,12.583057392117915,40.0,12.24744871391589,247.66720431666667,1.5850826277415315,167.9576378,1.7500948785670198,116.0,0.577350269189634,292.292517,4.546994956713895,146.22833333333335,26.00048505156524,411.0765306,0.8292263065684845,690.8,0.4472135954999611,447.6666666666667,1.1547005383791602,2285.833333333333,2.753785273643264,2509.333333333333,2.081665999466319,2285.183673333333,1.525342419095408,2509.1530611666667,4.923939324766509,4494.333333333333,114.6036648628668,5180.5,277.2471821317573
2022-06-25 06:34:00,T100306,N_31,0.532134921,1,6.85e-05,-50.0,-70.0,0.0,2.0,0.5,8.632258065,8.0,16.0,30.0,10.0,10.0,77.0,37.14285714,80.0,30.0,247.85,170.18181819999998,112.0,290.8163265,141.47,409.7346939,691.0,456.0,2279.5,2513.0,2283.204082,2511.77551,4659.0,5819.5,0.0003064999999999,0.0003015154501292,-56.0,5.773502691896258,-72.0,5.77350269189626,0.0,0.0,1.9854545455,0.03636363625,0.1666666666666666,0.2886751345948129,8.491397849666667,0.1003980978250869,8.283333333333333,2.545911755475171,15.969444444166667,0.6321406898418288,30.00537634333333,0.0161290299999998,6.0,5.477225575051661,13.333333333333334,11.69045194450012,77.42176870666667,0.6554443117148167,37.35680272,0.5673325630323882,86.66666666666667,10.000000000000002,38.0,13.038404810405298,247.26720431666664,1.5850826277415315,168.53607040000003,1.904441159174201,115.0,2.6457513110645925,291.0952380833333,3.58827900401128,144.69833333333332,4.948707533285884,410.8877551,0.8292263065684845,690.9,0.4183300132670471,450.6666666666667,4.725815626252577,2284.1666666666665,3.041381265149278,2509.4166666666665,3.5118845842843247,2284.346938666667,1.5041707215710547,2508.962585,3.6055079716740472,4560.0,142.15683826910032,5330.583333333333,343.2546309471532
