TIMESTAMP,LINE,PRODUCT_CODE,Y_Quality,Y_Class,C_001,C_003,C_004,C_005,C_006,C_007,C_008,C_009,C_010,C_011,C_013,C_014,C_015,C_016,C_017,C_019,C_020,C_021,C_022,C_023,C_024,C_025,C_026,C_027,C_028,C_029,C_030,C_031,C_032,C_034,C_035,C_001_ma_w3,C_001_std_w3,C_003_ma_w3,C_003_std_w3,C_004_ma_w3,C_004_std_w6,C_005_ma_w6,C_005_std_w6,C_006_ma_w5,C_006_std_w5,C_007_ma_w5,C_007_std_w6,C_008_ma_w5,C_008_std_w5,C_009_ma_w6,C_009_std_w6,C_010_ma_w5,C_010_std_w5,C_011_ma_w3,C_011_std_w4,C_013_ma_w6,C_013_std_w6,C_014_ma_w6,C_014_std_w6,C_015_ma_w3,C_015_std_w5,C_016_ma_w4,C_016_std_w6,C_017_ma_w3,C_017_std_w3,C_019_ma_w5,C_019_std_w5,C_020_ma_w5,C_020_std_w6,C_021_ma_w6,C_021_std_w6,C_022_ma_w6,C_022_std_w6,C_023_ma_w6,C_023_std_w6,C_024_ma_w5,C_024_std_w4,C_025_ma_w6,C_025_std_w3,C_026_ma_w5,C_026_std_w6,C_027_ma_w6,C_027_std_w6,C_028_ma_w5,C_028_std_w6,C_029_ma_w4,C_029_std_w4,C_030_ma_w4,C_030_std_w3,C_031_ma_w3,C_031_std_w3,C_032_ma_w4,C_032_std_w5,C_034_ma_w6,C_034_std_w6,C_035_ma_w4,C_035_std_w3
2022-06-13 05:14:00,T050304,A_31,0.533433333,1,9.35e-06,0.2,0.1,0.0,2.0,-15.5,9.0,2.0,5.0,19.85,0.0,0.0,52.3,51.0,0.0,209.9,102.0,1440.0,106.67,228.0,435.0,910.0,411.8387097,341.0,2279.152174,2494.130435,857.8888889000001,1280.5,21554.51613,65527.35484,587075.0,9.35e-06,7.556500621090777e-07,0.2,0.515095834612889,0.1,0.40487688828491036,0.0,0.0,2.0,0.19535965587073753,-15.5,2.133675626754842,9.0,1.8076748402478329,2.0,0.30947122620795947,5.0,4.174683775411433,19.85,0.08243479877471435,0.0,0.0,0.0,0.0,52.3,0.0,51.0,10.75675925986483,0.0,0.0,209.9,0.09722011590538769,102.0,2.1206620632578788,1440.0,804.8907949633849,106.67,3.78185823666373,228.0,0.0,435.0,1.9930958115670587,910.0,29.830786427300996,411.8387097,9.659621452153155,341.0,0.0,2279.152174,0.8843446861717573,2494.130435,0.9049616327369531,857.8888889000001,6.747192376429019,1280.5,0.0,21554.51613,209.767943761617,65527.35484,0.07528057178205202,587075.0,4580.181872719194
2022-06-13 05:30:00,T050304,A_31,0.531266667,1,1.04e-05,1.0,0.6,0.0,2.294981914,-17.5,9.0,2.0,12.0,19.9,0.0,0.0,52.3,69.0,0.0,209.9,103.0,160.0,112.71,228.0,435.0,960.0,417.9354839,341.0,2280.130435,2495.543478,863.4150943,1280.5,21690.564515,65527.35484,590790.0,9.875e-06,7.424621202458756e-07,0.6,0.565685424949238,0.35,0.3535533905932738,0.0,0.0,2.147490957,0.208583711716787,-16.5,1.4142135623730951,9.0,0.0,2.0,0.0,8.5,4.949747468305833,19.875,0.0353553390593253,0.0,0.0,0.0,0.0,52.3,0.0,60.0,12.727922061357855,0.0,0.0,209.9,0.0,102.5,0.7071067811865476,800.0,905.0966799187808,109.69,4.2709249583667415,228.0,0.0,435.0,0.0,935.0,35.35533905932738,414.8870968,4.311070380183208,341.0,0.0,2279.6413045,0.6917349868704762,2494.8369565000003,0.9991722874080332,860.6519916,3.907617312569664,1280.5,0.0,21622.5403225,96.2007356029782,65527.35484,0.0,588932.5,2626.901692108024
2022-06-13 05:47:00,T050304,A_31,0.531590476,1,8.59e-06,0.2,0.2,0.0,2.25,-11.5,18.0,3.5,8.981481481,19.9,0.0,0.0,52.3,59.0,0.0,209.45,109.0,150.0,112.75,228.0,446.0,920.0,441.7096774,341.0,2281.369565,2495.413043,884.3333332999998,1280.5,22216.580645,65527.35484,605050.0,9.446666666666669e-06,9.088637595004728e-07,0.4666666666666666,0.4618802153517006,0.3,0.264575131106459,0.0,0.0,2.181660638,0.1589222567663231,-14.833333333333334,3.055050463303893,12.0,5.196152422706632,2.5,0.8660254037844386,8.660493827,3.5110219033089667,19.883333333333333,0.0288675134594796,0.0,0.0,0.0,0.0,52.3,0.0,59.66666666666666,9.018499505645789,0.0,0.0,209.75,0.2598076211353414,104.66666666666669,3.78593889720018,583.3333333333334,741.9119444606168,110.71,3.498799794215152,228.0,0.0,438.6666666666667,6.350852961085876,930.0,26.457513110645905,423.827957,15.78320649485644,341.0,0.0,2280.217391333333,1.1112500909563974,2495.0289853333334,0.7808955426022935,868.5457721666667,13.948836920503377,1280.5,0.0,21820.553763333333,349.6501952198022,65527.35484,0.0,594305.0,9489.02392240635
2022-06-13 06:03:00,T050304,A_31,0.5336650789999999,1,9.7e-06,0.2,1.5,0.0,2.308856021,-10.0,9.0,2.0,12.0,19.5,0.0,0.0,52.3,65.0,0.0,209.9,110.6129032,90.0,112.81,228.0,444.5,950.0,448.2258065,341.0,2281.695652,2493.934783,889.6296296,1280.5,22352.258065,65527.87097,608775.0,9.563333333333334e-06,9.127065976168536e-07,0.4666666666666666,0.4618802153517006,0.7666666666666666,0.6377042156569663,0.0,0.0,2.21345948375,0.1445067085914351,-13.625,3.4731109973624514,11.25,4.5,2.375,0.75,9.49537037025,3.31756817165121,19.766666666666666,0.1931105037709413,0.0,0.0,0.0,0.0,52.3,0.0,61.0,7.831560082980487,0.0,0.0,209.7875,0.2250000000000093,106.1532258,4.288937838572921,460.0,654.0642170307133,111.235,3.043610794215756,228.0,0.0,440.125,5.949439749533836,935.0,20.81665999466132,429.927419375,17.745051044230557,341.0,0.0,2280.5869565,1.1702840792248883,2494.75543475,0.8401497399503703,873.816736525,13.861369210588368,1280.5,0.0,21953.47983875,390.1036684193165,65527.4838725,0.2580650000018067,597922.5,9492.834578424568
2022-06-13 06:19:00,T050304,A_31,0.531820635,1,8.89e-06,0.0,0.1,0.0,2.596439117,-17.0,9.0,1.5,12.0,19.7,0.0,0.0,52.3,62.0,0.0,209.45,112.0,70.0,112.74,228.0,444.0,920.0,454.9032258,341.0,2279.173913,2494.652174,896.3333332999998,1280.5,22522.209675,65528.0,613245.0,9.06e-06,5.741950887982242e-07,0.1333333333333333,0.1154700538379255,0.6,0.5958187643906492,0.0,0.0,2.2900554104,0.2121233639130974,-14.3,3.365263734092768,10.8,4.024922359499621,2.2,0.7582875444051551,9.9962962962,3.083719806760852,19.7,0.191485421551268,0.0,0.0,0.0,0.0,52.3,0.0,63.75,6.797058187186572,0.0,0.0,209.72,0.2464751508773336,107.32258064,4.542377631429828,382.0,592.6803522979313,111.536,2.7204190853616645,228.0,0.0,440.9,4.989572459974229,932.0,17.32050807568878,434.92258066,18.997981701685447,341.0,0.0,2280.3043478,1.1943667804086664,2494.8858695,0.7459982027628927,883.4278476249999,6.013739793101858,1280.5,0.0,22195.403225,422.8786816734161,65527.587098,0.3212875307573328,604465.0,4103.140057728067
2022-06-13 06:36:00,T050304,A_31,0.531503175,1,9.9e-06,1.4,0.4166666664999999,0.0,2.0,-14.5,9.0,2.0,11.32075472,19.2,0.0,0.0,52.3,65.0,0.0,209.9,114.0,100.0,112.8,228.0,444.5,920.0,462.9375,341.0,2282.130435,2494.891304,903.6415094,1280.5,22709.53125,65527.375,618340.0,9.496666666666668e-06,5.348208422764886e-07,0.5333333333333333,0.7571877794400365,0.6722222221666666,0.5340013177999068,0.0,0.0,2.2900554104,0.2121233639130974,-14.1,3.011090610836324,10.8,4.024922359499621,2.1666666666666665,0.6831300510639732,11.2604472402,1.307491565681136,19.466666666666665,0.2986078811194824,0.0,0.0,0.0,0.0,52.3,0.0,62.75,6.2742861479746574,0.0,0.0,209.72,0.2464751508773336,109.72258064,4.8926349944341565,335.0,542.4665888328976,111.74666666666668,2.487333243991778,228.0,0.0,442.8,0.8660254037844359,930.0,17.32050807568878,445.14233872,20.48278784559964,341.0,0.0,2280.9,1.3026800637847755,2494.722826,0.6139456595186055,893.4844513999999,7.008112641024134,1280.5,0.0,22450.14490875,386.7100346828608,65527.55174833333,0.300130197642856,611352.5,4785.902039671563
2022-06-13 06:52:00,T050304,A_31,0.533631746,1,1.07e-05,0.0,0.0,0.0,2.301472317,-15.0,9.0,2.0,9.0,19.9,0.0,0.0,52.3,71.0,0.0,209.9,116.9354839,180.0,112.7,228.0,441.0,960.0,472.8709677,341.0,2279.73913,2495.173913,912.0,1280.5,22913.774195,65527.35484,623965.0,9.83e-06,9.070281142279976e-07,0.4666666666666666,0.8082903768654761,0.1722222221666665,0.5497895220191423,0.0,0.0,2.291353491,0.2121808994252342,-13.6,2.979093821953246,10.8,4.024922359499621,2.1666666666666665,0.6831300510639732,10.6604472402,1.5492595181657949,19.6,0.2986078811194824,0.0,0.0,0.0,0.0,52.3,0.0,65.75,4.400757510550502,0.0,0.0,209.72,0.2464751508773336,112.50967742,4.761214565447672,125.0,44.15880433163923,112.75166666666668,0.0453504869506367,228.0,0.0,444.0,1.683250823060338,938.3333333333334,23.09401076758502,456.12943548,19.048240280822853,341.0,0.0,2280.821739,1.1884566688298923,2494.6630435,0.5302741441243226,900.4011180749999,7.8391990291083715,1280.5,0.0,22624.44329625,277.74556526482087,65527.55174833333,0.300130197642856,616081.25,5362.183168573454
2022-06-13 07:08:00,T050304,A_31,0.531253968,1,9.62e-06,1.9,0.8,0.0,2.103098772,-15.5,9.0,1.5,10.0754717,19.3,0.0,0.0,52.3,77.0,0.0,209.0,118.0,80.0,113.13,228.0,444.5,980.0,479.9032258,341.0,2279.914894,2494.87234,918.1698113,1280.5,23067.33871,65527.35484,628175.0,1.0073333333333332e-05,5.60475988186229e-07,1.1,0.9848857801796104,0.4055555554999999,0.5651368238182417,0.0,0.0,2.2619732454,0.2288540310841746,-14.4,2.634704284481784,9.0,0.0,2.083333333333333,0.7359800721939873,10.879245284,1.311938228416448,19.466666666666665,0.3304037933599834,0.0,0.0,0.0,0.0,52.3,0.0,68.75,6.503845016603639,0.0,0.0,209.63,0.4024922359499638,114.30967742,3.5525732980800173,111.66666666666669,43.55073669487884,112.82166666666666,0.1563862739074576,228.0,0.0,443.7,1.683250823060338,941.6666666666666,30.550504633038905,463.76814516,14.625479568545876,341.0,0.0,2280.5308048,1.2123697287905884,2494.89743275,0.2139005927761298,907.5361635,7.291576106319408,1280.5,0.0,22803.2134575,288.27674216192975,65527.55174833335,0.300130197642856,620931.25,4934.435969118706
2022-06-13 07:25:00,T050304,A_31,0.5340539679999999,1,9.75e-06,0.0,0.1,0.0,2.273078047,-7.5,9.0,1.5,12.0,19.5,0.0,0.0,52.3,75.0,0.0,209.9,120.0,90.0,113.3,228.0,444.0,910.0,488.4516129,341.0,2279.826087,2493.652174,925.5849057,1280.5,23255.48387,65527.387095,633255.0,1.0023333333333333e-05,5.896043871388087e-07,0.6333333333333333,1.0969655114602888,0.2999999999999999,0.5771978927647233,0.0,0.0,2.2548176506,0.2275774480587938,-13.9,3.670830968595531,9.0,0.0,1.75,0.2738612787525835,10.879245284,1.311938228416448,19.566666666666663,0.309569593683445,0.0,0.0,0.0,0.0,52.3,0.0,72.0,6.08002192978501,0.0,0.0,209.63,0.4024922359499638,116.18709678,3.6494693447446833,101.66666666666669,39.70726214015097,112.91333333333334,0.243118626737352,228.0,0.0,443.6,1.683250823060338,940.0,36.05551275463986,471.81330644,15.308633160259504,341.0,0.0,2280.1568918000003,1.1980644571043215,2494.64743275,0.6776867247655012,914.8490566,6.801958778132383,1280.5,0.0,22986.53200625,288.6884688918402,65527.55712416666,0.2961604661748052,625933.75,4651.78460378369
2022-06-13 07:41:00,T050304,A_31,0.532169841,1,9.9e-06,0.0,0.1,0.0,2.109427064,-10.5,9.0,1.5,11.64150943,19.9,0.0,0.0,52.3,65.0,0.0,208.0,122.71875,170.0,112.27,228.0,435.0,960.0,497.71875,341.0,2283.478261,2495.5,933.8301887,1280.5,23469.0,65527.375,638925.0,9.756666666666668e-06,1.4011899704655314e-07,0.6333333333333333,1.0969655114602888,0.3333333333333332,0.3033913253297963,0.0,0.0,2.15741524,0.1266521100031129,-12.6,3.587013613950562,9.0,0.0,1.6666666666666667,0.2581988897471617,10.80754717,1.2433804785550393,19.566666666666663,0.3000000000000009,0.0,0.0,0.0,0.0,52.3,0.0,72.0,6.08002192978501,0.0,0.0,209.34,0.8443932733033851,118.33084678,3.9051807194292327,115.0,47.64451699828639,112.82333333333334,0.3605921056632526,228.0,0.0,441.8,4.366062299143247,941.6666666666666,36.05551275463986,480.37641128,15.920884334908632,341.0,0.0,2281.0177614,1.6968530220120026,2494.79960675,0.8067523194600069,922.396226425,7.833855340991679,1280.5,0.0,23176.39919375,294.5794623022082,65527.4744625,0.2577702103803021,631080.0,5377.697772591211
