TIMESTAMP,LINE,PRODUCT_CODE,Y_Quality,Y_Class,C_002,C_003,C_004,C_005,C_006,C_007,C_008,C_009,C_010,C_011,C_012,C_013,C_014,C_015,C_016,C_017,C_018,C_019,C_020,C_021,C_022,C_023,C_024,C_025,C_026,C_027,C_028,C_029,C_030,C_031,C_032,C_033,C_034,C_035,C_036,C_002_ma_w5,C_002_std_w6,C_003_ma_w4,C_003_std_w6,C_004_ma_w6,C_004_std_w3,C_005_ma_w4,C_005_std_w4,C_006_ma_w6,C_006_std_w4,C_007_ma_w6,C_007_std_w6,C_008_ma_w5,C_008_std_w5,C_009_ma_w5,C_009_std_w3,C_010_ma_w5,C_010_std_w3,C_011_ma_w4,C_011_std_w6,C_012_ma_w4,C_012_std_w6,C_013_ma_w6,C_013_std_w4,C_014_ma_w6,C_014_std_w6,C_015_ma_w3,C_015_std_w3,C_016_ma_w3,C_016_std_w6,C_017_ma_w6,C_017_std_w3,C_018_ma_w5,C_018_std_w3,C_019_ma_w3,C_019_std_w5,C_020_ma_w5,C_020_std_w6,C_021_ma_w6,C_021_std_w6,C_022_ma_w4,C_022_std_w5,C_023_ma_w4,C_023_std_w3,C_024_ma_w4,C_024_std_w5,C_025_ma_w4,C_025_std_w5,C_026_ma_w5,C_026_std_w5,C_027_ma_w6,C_027_std_w4,C_028_ma_w4,C_028_std_w5,C_029_ma_w3,C_029_std_w4,C_030_ma_w4,C_030_std_w5,C_031_ma_w5,C_031_std_w6,C_032_ma_w5,C_032_std_w6,C_033_ma_w4,C_033_std_w6,C_034_ma_w4,C_034_std_w5,C_035_ma_w4,C_035_std_w5,C_036_ma_w4,C_036_std_w5
2022-06-19 20:26:00,T010305,A_31,0.521249206,0,0.47,0.6,0.0,3.95,-38.0,3.5,0.0,14.0,28.1,-15.0,-3.0471698115,30.0,74.15,35.3,90.0,59.15,0.0,259.67741935000004,150.0,278.195,238.0,413.0,710.3094948,541.0,2458.0,2458.0,2295.5,2379.422222,5781.471697999999,9003.5,10304.0,200992.0,2896985.0,318.0,1728418.333,0.47,0.00717520741595538,0.6,0.08029528071349715,0.0,0.018220920989217678,3.95,0.18911270509875416,-38.0,7.114911097433421,3.5,62.74121503869831,0.0,0.5400614805481042,14.0,0.22096920329233063,28.1,0.3066502694638773,-15.0,7.688117106797605,-3.0471698115,6.526651572385486,30.0,2.3246813394510033,74.15,0.4347038767112547,35.3,0.2523905842181628,90.0,11.007221645961518,59.15,22.203322632993093,0.0,0.0,259.67741935000004,4.522169692312921,150.0,1.0718810187278807,278.195,127.87241064197576,238.0,127.28356776945645,413.0,7.404113949407795,710.3094948,1.3192539818098976,541.0,104.75147929150377,2458.0,127.28356776945648,2458.0,6.0156377343875675,2295.5,463.1492041199137,2379.422222,3.1192481336101046,5781.471697999999,1143.2546672585752,9003.5,22.632368395628923,10304.0,22.579858251192285,200992.0,46231.56674537701,2896985.0,570989.2347064039,318.0,86.34002031907872,1728418.333,339221.9774266214
2022-06-21 07:14:00,T010305,A_31,0.526655556,1,0.47,0.57,0.0,4.0,-37.0,3.5,0.0,13.948387095,28.09677419,0.0,13.0,30.0,74.0,35.0,98.0,61.75,0.0,259.77419355,150.0,280.82,252.0,413.0,710.9111382,228.5,2472.0,2472.0,464.0,2396.022222,1141.320755,9030.5,10331.0,40023.0,574090.0,79.0,340062.6667,0.47,0.0,0.585,0.0212132034355964,0.0,0.0,3.975,0.0353553390593272,-37.5,0.7071067811865476,3.5,0.0,0.0,0.0,13.9741935475,0.0364958351222381,28.098387095,0.0022809921258181,-7.5,10.606601717798211,4.97641509425,11.3470625925637,30.0,0.0,74.075,0.1060660171779861,35.15,0.2121320343559622,94.0,5.656854249492381,60.45,1.8384776310850224,0.0,0.0,259.72580645000005,0.068429693063862,150.0,0.0,279.5075,1.8561553006146871,245.0,9.899494936611664,413.0,0.0,710.6103165,0.4254261279961308,384.75,220.9708691207961,2465.0,9.899494936611664,2465.0,9.899494936611664,1379.75,1295.0660697431615,2387.7222220000003,11.737972567696463,3461.3962265,3281.082197524453,9017.0,19.091883092036785,10317.5,19.091883092036785,120507.5,113822.27146081736,1735537.5,1642534.806484325,198.5,168.99852070358486,1034240.49985,981715.7063394976
2022-06-22 04:45:00,T010305,A_31,0.53158254,1,0.5,0.5,0.05,3.8,-54.0,0.0,0.0,13.0,28.0,0.0,6.0,27.0,73.93387097,35.49056604,102.0,69.7,0.0,270.3387097,150.0,281.47,259.0,407.0,710.1509434,231.0,2479.0,2479.0,375.0,2382.422222,925.3584906,9044.0,10345.0,32392.0,465715.0,68.0,275785.0,0.48,0.0173205080756887,0.5566666666666666,0.0513160143944688,0.0166666666666666,0.0288675134594812,3.9166666666666665,0.1040832999733067,-43.0,9.539392014169456,2.333333333333333,2.0207259421636903,0.0,0.0,13.649462365,0.5630426233014512,28.065591396666665,0.0568267098295506,-5.0,8.660254037844387,5.317610062833333,8.045318934606568,29.0,1.7320508075688772,74.02795699,0.1107435522709166,35.26352201333333,0.2473090021284309,96.66666666666669,6.110100926607785,63.53333333333333,5.49643824065488,0.0,0.0,263.2634408666667,6.127553599063768,150.0,0.0,280.1616666666667,1.733914165503402,249.66666666666663,10.69267662156363,411.0,3.4641016151377544,710.4571921333333,0.4010422798061106,333.5,179.70461874976948,2469.6666666666665,10.692676621563676,2469.6666666666665,10.692676621563676,1044.8333333333333,1084.022870299946,2385.955555333333,8.846091415610113,2616.050314533333,2743.4611945664933,9026.0,20.62159062730128,10326.666666666666,20.840665376454314,91135.66666666669,95214.8545151088,1312263.3333333333,1373478.5603562703,155.0,141.2692464763651,781421.9999,820752.3656912198
2022-06-22 12:26:00,T010305,A_31,0.530828571,1,0.5,0.6,0.0,4.0,-37.0,3.5,0.0,13.94032258,28.0,2.0,13.0,30.0,73.248387095,35.0,105.0,68.65,0.0,270.47115385,150.0,298.305,263.0,427.0,709.0,350.5,2483.0,2483.0,1383.5,2387.909091,3452.653846,9052.5,10353.0,120126.0,1735380.0,239.0,1031633.548,0.485,0.0173205080756887,0.5675,0.047169905660283,0.0125,0.0288675134594812,3.9375,0.0946484724300046,-41.5,8.34665601703261,2.625,1.75,0.0,0.0,13.72217741875,0.5452384299280728,28.0491935475,0.0558726046471043,-3.25,7.88986691902975,7.238207547125,7.609613434752291,29.25,1.5,73.83306451625,0.4001354706562541,35.163522013333335,0.2832284352492861,101.66666666666669,6.499999999999998,64.8125,4.318854014666384,0.0,0.0,266.86135236666667,6.165959537557319,150.0,0.0,284.6975,9.181472739526416,253.0,10.984838035522724,415.0,10.26320287889376,710.0928941,0.7987962830556238,337.75,146.97420408584176,2473.0,10.984838035522776,2473.0,10.984838035522776,1129.5,901.15342755826,2388.7845116666667,7.288550218604658,2825.2011974,2278.7487614793704,9032.625,21.42574386106583,10333.25,21.51549828999264,98383.25,79082.37606182134,1418042.5,1141221.20215218,176.0,122.7544975415022,843974.886925,681719.2128917929
2022-06-22 12:34:00,T010305,A_31,0.528269841,1,0.5,0.7,0.0,4.0,-42.0,3.5,1.033333333,14.0,28.2,6.0,8.0,35.0,73.16451613000001,35.65483871,105.0,70.45,0.0,259.43548385,150.0,283.435,263.0,406.0,708.7169811000001,353.0,2483.0,2483.0,1403.0,2386.6,3498.9056600000004,9052.5,10353.0,121752.0,1758540.0,242.0,1045439.667,0.488,0.0164316767251549,0.5924999999999999,0.0719722168617863,0.01,0.0288675134594812,3.95,0.1000000000000001,-41.6,8.020806277010644,2.8,1.5652475842498528,0.2066666666,0.4621207152008854,13.777741935,0.5609170985858358,28.079354838,0.1154700538379244,2.0,7.987490219086343,10.0,6.598918700667813,30.4,3.3166247903554,73.699354839,0.4576818601490248,35.381801583333335,0.3406988616125909,104.0,6.284902544988266,65.94,0.9041570660012,0.0,0.0,266.7484491333334,5.90367803812831,150.0,0.0,284.445,7.971409066156373,259.25,10.51189802081432,413.25,11.84623709594456,709.6947656750001,0.9258422884494544,290.75,127.46597585238187,2475.0,10.511898020814362,2475.0,5.188127472091244,906.375,789.9484635088545,2385.6437710000005,5.692351899165333,2254.5596879,1996.3209859747644,9036.6,20.57425575810698,10337.2,20.62037827005129,78573.25,69280.12953221147,1133431.25,999988.5417756046,157.0,110.3299596664478,673230.220425,597221.4207825166
2022-06-23 15:50:00,T010305,A_31,0.533273016,1,0.5,0.6,0.005,3.9596774195,-44.0,3.0,0.0,13.720754715,27.0,10.0,13.0,21.0,74.2,35.1,111.0,73.9,0.0,258.96774195,150.0,252.84,273.0,413.0,711.9811321000001,402.0,2493.0,2493.0,1601.5,2383.8,4059.207547,9072.5,10373.0,141116.0,2037905.0,228.0,1210824.0,0.4939999999999999,0.0154919333848296,0.6,0.0644204936336256,0.0091666666666666,0.0028867513459481,3.939919354875,0.0951965945182814,-42.0,7.135591542869216,2.833333333333333,1.4023789311975088,0.2066666666,0.4621207152008854,13.721892878,0.1470540552502409,27.859354838,0.6429100507328611,4.5,8.526429498916883,10.0,6.3309457411448005,28.83333333333333,5.852349955359813,73.78279569916667,0.4575504463550396,35.25161290333333,0.3527652028920769,107.0,7.1949056051255225,67.26666666666667,2.6678643143907963,0.0,0.0,262.95812655000003,6.03874619736122,150.0,0.0,279.1775,14.741574797151085,264.5,7.615773105863912,413.25,10.692676621563615,709.96226415,1.3517025743595312,334.125,78.72658382020651,2482.0,7.615773105863968,2478.0,5.972157622389807,1190.75,578.5539516760731,2386.103030333333,2.514891991555096,2984.0313859000003,1465.8876466893958,9050.4,23.52534094687384,10351.0,23.53224737815444,103846.5,63884.29899878895,1499385.0,735912.5428626013,194.25,89.42426963638003,890920.55375,437938.864711864
2022-06-24 04:13:00,T010305,A_31,0.555514286,2,0.5,0.55,0.0,3.95,-43.0,3.5,0.0,14.535849055,28.2,0.0,10.0,29.0,74.45,35.28387097,114.0,63.8,0.0,259.70967740000003,150.0,251.11,279.0,413.0,709.0754717,215.5,2499.0,2499.0,365.5,2377.066667,921.245283,9085.0,10386.0,32351.0,463730.0,60.0,274290.0,0.5,0.0122474487139159,0.6125,0.0668331255192113,0.0091666666666666,0.0028867513459481,3.977419354875,0.0263715020500936,-42.833333333333336,3.1091263510296065,2.833333333333333,1.4023789311975088,0.2066666666,0.4621207152008854,13.83938527,0.4142243599063915,27.880000000000003,0.6928203230275488,4.5,4.147288270665544,11.0,3.01662062579967,28.666666666666668,5.795112883571237,73.83279569916668,0.5180896901692758,35.34623656,0.2826280216833688,110.0,5.845225972250066,68.04166666666667,5.133793269438619,0.0,0.0,259.3709677333334,6.049551291082105,150.0,0.0,274.66333333333336,18.71428963831293,269.5,8.294576541331097,414.75,4.0414518843273255,709.693396225,1.3432451849356992,330.25,82.34637211195161,2487.4,8.294576541331123,2484.833333333333,7.895146188218087,1188.375,604.3997642289414,2382.488889,4.832345166221592,2983.0030840000004,1523.3933832512446,9061.3,19.656211910401883,10362.0,19.742509127935165,103836.25,51407.32236429619,1498888.75,764754.44368928,192.25,94.57695279506524,890546.80375,455135.3807865133
2022-06-24 21:38:00,T010305,A_31,0.53574127,2,0.49,0.5,0.1,4.1,-57.0,81.0,0.0,14.9,28.11935484,10.0,10.0,34.0,74.45,35.6,119.0,56.55,0.0,259.7580645,150.5,668.545,285.0,406.0,710.0,614.5,2505.0,2505.0,2372.5,2384.644444,6011.358491,9101.5,10402.0,196644.0,3010550.0,427.0,1788221.765,0.498,0.0040824829046386,0.5874999999999999,0.0758287544405154,0.0258333333333333,0.0563471383479232,4.002419354875,0.0685626170886491,-46.16666666666666,7.047458170621992,15.75,31.994921472008645,0.2066666666,0.4621207152008854,14.21938527,0.6038217363923402,27.903870968,0.6707531711520064,6.5,4.676180777800048,10.25,2.756809750418044,29.33333333333333,6.396613687465163,73.90779569916667,0.5764231962800388,35.32795699,0.2528985624110663,114.66666666666669,6.47044563122717,67.175,8.713925636588828,0.0,0.0,259.47849461666664,4.930870098750456,150.1,0.2041241452319291,339.28416666666664,162.35816787019573,275.0,9.736529155710471,409.5,4.0414518843273255,709.943396225,1.3346306299316333,396.25,144.81168806418907,2492.6,9.736529155710503,2490.333333333333,9.38083151964697,1435.625,716.5289247476336,2381.837037,4.143490885088256,3622.67924525,1818.827765294243,9072.8,22.306949589756503,10373.4,22.27704349025069,122965.75,64385.93569535716,1817681.25,910155.8693734828,239.25,129.9180510937568,1079693.858,541041.4651251156
2022-06-24 21:46:00,T010305,A_31,0.537122222,2,0.49,0.7,0.0,4.021875,-55.0,172.5,0.06407767,14.1234375,27.8,-5.0,23.71153846,26.0,73.7,35.6,119.0,79.44999999999999,0.0,261.171875,150.0,707.915,285.0,418.8076923,713.0,565.0,2505.0,2505.0,2417.0,2390.568182,6126.192308,9101.5,10402.0,200432.0,3068075.0,436.0,1822709.032,0.496,0.0051639777949432,0.5875,0.080104098937986,0.0174999999999999,0.0577350269189625,4.007888104875,0.0691749890473498,-46.333333333333336,7.274384280931732,44.5,69.97356643761985,0.2194822006,0.4558019150300996,14.256008254,0.3885311051143287,27.863870968000004,0.2115384739091449,3.75,5.946988033169956,14.177884615,5.61646130293294,29.166666666666668,5.446711546122731,73.86881720416666,0.5821858295178308,35.49462365666667,0.1825171805691784,117.33333333333331,6.337717780610526,68.8,11.703952323894686,0.0,0.0,260.2132056333333,0.8241838629617475,150.1,0.2041241452319291,410.35833333333335,216.3505783599079,280.5,9.273618495495706,412.701923075,6.413089113978218,711.0141509499999,1.863278014240419,449.25,162.00964477462446,2497.0,9.273618495495755,2494.6666666666665,5.74456264653821,1689.125,839.9343277899767,2384.093097666667,5.527683586523783,4279.50090725,2134.447995056146,9082.6,22.285458637116232,10383.2,22.319647547989085,142635.75,61727.33676986233,2145065.0,1067579.4646828405,287.75,156.9101653813417,1274011.19925,634569.3169891863
2022-06-24 22:39:00,T010305,A_31,0.53685873,2,0.49,0.6,0.0,4.4,-43.0,3.5,1.3666666669999998,13.72948803,28.0,-1.0,17.740384615,30.0,73.95,35.5,120.0,132.15,0.0,250.609375,152.65,698.705,285.0,405.0,712.5,630.0,2505.0,2505.0,2506.5,2387.931818,6353.769231,9102.5,10403.0,207927.0,3181940.0,452.5625,1890274.063,0.4939999999999999,0.0054772255750516,0.5875,0.080104098937986,0.0174999999999999,0.0577350269189625,4.11796875,0.1977473233858045,-47.333333333333336,7.54983443527075,44.5,69.97356643761985,0.2861488674,0.6046647531711278,14.20190586,0.5955870735715054,27.823870968,0.1613655744279939,1.0,6.250333324444918,15.36298076875,5.948193551556665,29.166666666666668,3.304037933599836,73.98575268833333,0.4968531738233757,35.56666666666667,0.0577350269190505,119.33333333333331,5.887840577551914,79.38333333333334,38.76652335886381,0.0,0.0,257.1797715,4.2315200068628505,150.63,1.0600707523556985,477.0916666666666,235.7565217691053,283.5,5.366563145999502,410.701923075,7.699451806275506,711.143867925,1.6905491930965226,506.25,175.86479181462104,2501.4,5.366563145999576,2498.333333333333,3.000000000000348,1915.375,907.0482622220276,2387.714814666667,5.849594235633834,4853.14132825,2300.982457859223,9092.6,20.28895430195061,10393.2,20.28546277509388,159338.5,67517.0210184069,2431073.75,1151028.9098943172,343.890625,172.14766780659562,1443873.715,684240.6100492503
